mapName,id
T2859,A single training sample face recognition algorithm based on sample extension
T2860,Partial Multi-Label Learning
T2861,Action Selection in Bayesian Reinforcement Learning
T2862,Boiler drum level controlled by fuzzy self-adapting PID
T2863,VOLT: A Provenance-Producing, Transparent SPARQL Proxy for the On-Demand Computation of Linked Data and its Application to Spatiotemporally Dependent Data
T2864,A general labeling algorithm for assumption-based truth maintenance
T2865,New data warehouse designing approach based on principal component analysis
T2866,Core-Guided Binary Search Algorithms for Maximum Satisfiability
T2867,Generation of Fuzzy Rules from Decision Trees
T2868,Incorporating Advice into Agents that Learn from Reinforcements
T2869,Where is My URI?
T2870,EsdRank: Connecting Query and Documents through External Semi-Structured Data
T2871,High Density Associative Memories
T2872,Achieve Load Balancing with a Re-routable LB-BvN Switching Scheme
T2873,Feature LDA: a supervised topic model for automatic detection of web API documentations from the web
T2874,Provable Tensor Factorization with Missing Data
T2875,Celebrating Advancements in Aerospace
T2876,Lessons on applying automated recommender systems to information-seeking tasks
T2877,Exploiting the environment: urban navigation as a case study
T2878,On the Information Theoretic Limits of Learning Ising Models
T2879,A Lightweight Value-based Software Architecture Evaluation
T2880,Word Co-Occurrence Regularized Non-Negative Matrix Tri-Factorization for Text Data Co-Clustering
T2881,The Relationship between SME Owner's Personality, Facebook Usage and Organizational Performance
T2882,Linear Classification and Selective Sampling Under Low Noise Conditions
T2883,Towards Continuous Scientific Data Analysis and Hypothesis Evolution
T2884,Class-Based Construction of a Verb Lexicon
T2885,A Relational Algebra for Data/Metadata Integration in a Federated Database System
T2886,Forgetting fragments from evolving ontologies
T2887,Capital Budgeting with Multiple Criteria and Multiple Decision Makers: A Fuzzy Approach
T2888,Collaborative Narrative Generation in Persistent Virtual Environments
T2889,Predicting Latent Narrative Mood Using Audio and Physiologic Data
T2890,Evaluation of Solving Models for Conditional Constraint Satisfaction Problems
T2891,A Case Study on the Successful Upgrade of ERP System
T2892,Optimality of Reinforcement Learning Algorithms with Linear Function Approximation
T2893,Framework of Rich Internet Applications Based on SmartGWT
T2894,Algorithms for Strong Nash Equilibrium with More than Two Agents
T2895,Heart rate topic models
T2896,Early Functional Size Estimation with IFPUG Unit Modified
T2897,The Research on the Detection of Noteworthy Symptom Descriptions
T2898,A service-oriented methodology supporting automatic synthesis and verification of component behavior model
T2899,Approximate Theory Formation: An Explanation-Based Approach
T2900,Is "Early Commitment" in Plan Generation Ever a Good Idea?
T2901,Decontamination of Arbitrary Networks using a Team of Mobile Agents with Limited Visibility
T2902,VLSI Implementations of Learning and Memory Systems
T2903,Slot assignment for TDMA MAC in industrial wireless sensor network
T2904,The Existence of the Solution of the Extended General Mixed Variational Inequalities
T2905,Clustering with the Fisher Score
T2906,Emergent Linguistic Rules from Inducing Decision Trees: Disambiguating Discourse Clue Words
T2907,Optimization of Integration Weights for a Multibiometric System with Score Level Fusion
T2908,Extracting Generalizable Spatial Features from Smart Phones Datasets
T2909,Smart Tourism of the Korea: A Case Study
T2910,Barycentric Interpolators for Continuous Space and Time Reinforcement Learning
T2911,Coreference resolution using expressive logic models
T2912,Performance Analysis of SCTP Compared to TCP and UDP
T2913,Dual Scaling in Data Mining from Text Databases
T2914,Research complexity of Australian universities
T2915,Agents Modeling Agents in Information Economies
T2916,Fast global convergence rates of gradient methods for high-dimensional statistical recovery
T2917,A Collaborative Semantic Web Layer to Enhance Legacy Systems
T2918,Memory Fusion Network for Multi-view Sequential Learning
T2919,Online Learning for Multivariate Hawkes Processes
T2920,Structured Features in Naive Bayes Classification
T2921,Toward classification of swimming style by using underwater wireless accelerometer data
T2922,Solving Dots-And-Boxes
T2923,Metacognition for dropping and reconsidering intentions
T2924,Robust Partially-Compressed Least-Squares
T2925,LDP4j: A framework for the development of interoperable read-write Linked Data applications
T2926,Psychosocial Factors lead to Delinquency Itention on Online Peer-to-Peer Lending Platform: a Survey Evidence
T2927,A Call For Research On Home Users' Information Security Behaviour
T2928,Exploring and predicting search task difficulty
T2929,Activity tracking and indoor positioning with a wearable magnet
T2930,Information Flow and the Distinction Between Self-Organized and Top-Down Dynamics in Bicycle Pelotons
T2931,Towards Optimal Binary Code Learning via Ordinal Embedding
T2932,Anonymizing data with quasi-sensitive attribute values
T2933,Adaptive online learning environment and web usage mining
T2934,Content Reuse and Interest Sharing in Tagging Communities
T2935,A Template Analysis Methodology to Improve the Efficiency of Fast Matching Algorithms
T2936,Effect of Emotion and Articulation of Speech on the Uncanny Valley in Virtual Characters
T2937,Proceedings of the AI Mashup Challenge 2014 co-located with 11th Extended Semantic Web Conference (ESWC 2014), Crete, Greece, May 27, 2014
T2938,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model
T2939,Generating comparative summaries of contradictory opinions in text
T2940,Weighted Quasi-Arithmetic Means and the Domain Translations
T2941,Fuzzy based similarity adjustment of case retrieval process in CBR system for BOF oxygen volume control
T2942,Development of Tactile-Proprioceptive Display and Effect Evaluation of Local Area Vibration Presentation Method
T2943,Image Retrieval using Conceptual Fuzzy Sets
T2944,Occupant Activity Level Estimation Using Floor Vibration
T2945,A Validation Tool for the W3C SSN Ontology based Sensory Semantic Knowledge
T2946,Learning from concept drifting data streams with unlabeled data
T2947,Stochastic Network Design in Bidirected Trees
T2948,DIYgenomics Crowdsourced Health Research Studies: Personal wellness and Preventive Medicine through Collective Intelligence
T2949,The FERMI System: Inducing Iterative Macro-Operators from Experience
T2950,A QoS-aware Mobility Management Mechanism
T2951,Proceedings of the Doctoral Consortium at the 13th International Semantic Web Conference (ISWC 2014), Riva del Garda, Italy, October 20, 2014
T2952,Spatial Memory for Augmented Personal Working Environments
T2953,Robust Scale-Invariant Normalization and Similarity Measurement for Time Series Data
T2954,Supporting Awareness of Other People on the WWW: Framework and Example
T2955,Noise-Tolerant Range Analysis for Autonomous Navigation
T2956,Efficient methods for finding influential locations with adaptive grids
T2957,Sample reconstruction and secondary feature selection in noisy speech emotion recognition
T2958,Collaborative Development of Multilingual Thesauri with VocBench (System Description and Demonstrator)
T2959,Characterizing commercial intent
T2960,Probabilistic latent variable models for distinguishing between cause and effect
T2961,CycleEmotionGAN: Emotional Semantic Consistency Preserved CycleGAN for Adapting Image Emotions
T2962,PicNet: Augmenting Semantic Resources with Pictorial Representations
T2963,A new direction in the learning processes, the road from eLearning to vLearning
T2964,Guided Policy Search as Approximate Mirror Descent
T2965,Transmission strategies in multi-user millimeter wave systems
T2966,On Prediction of User Destination by Sub-Trajectory Understanding: A Deep Learning based Approach
T2967,Graph classification based on pattern co-occurrence
T2968,Strategies for Hypothesis-Driven Recognition in Rule-Based Systems.
T2969,Novel Interaction Strategies for Learning from Teleoperation
T2970,Why Are Social Networking Applications Successful: An Empirical Study Of Twitter
T2971,Evaluating a Multi-objective Hyper-Heuristic for the Integration and Test Order Problem
T2972,A New Matrix Splitting Based Relaxation for the Quadratic Assignment Problem
T2973,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers
T2974,A co-training based method for chinese patent semantic annotation
T2975,Achieving budget-optimality with adaptive schemes in crowdsourcing
T2976,Socially-aware NodeRank-based caching strategy for Content-Centric Networking
T2977,NWSearch 2015: International Workshop on Novel Web Search Interfaces and Systems
T2978,Implementation and optimization of intra prediction in H264 video parallel decoder on CUDA
T2979,Elliptic Curve Based Password Authenticated Key Exchange Protocols
T2980,Optimizing HMM Speech Synthesis for Low-Resource Devices
T2981,Transfer learning for multiple-domain sentiment analysis — identifying domain dependent/independent word polarity
T2982,Perceived fairness on service recovery satisfaction and on positive behavioral intentions in cloud service
T2983,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model
T2984,The Objective Evaluation of Image Object Segmentation Quality
T2985,Dataset Summary Visualization with LODSight
T2986,Challenges & Opportunities of RSP-QL Implementations
T2987,"Are we crossing the chasm in wearable AR?": 3rd Workshop on Wearable Systems for Industrial Augmented Reality Applications
T2988,Combining Incremental Strategy Generation and Branch and Bound Search for Computing Maxmin Strategies in Imperfect Recall Games
T2989,Context-Aware Insider Threat Detection
T2990,Using Bounded Model Checking with BOGOR
T2991,Towards A Multi-Tiered Knowledge-Based System for Autonomous Cloud Security Auditing
T2992,Deep Symmetry Networks
T2993,What Do We Mean by E-Procurement? - A Private Hospital Perspective in Australia
T2994,Dynamic index pruning for effective caching
T2995,From IT Investment to Firm Market Value: The Mediating Role of Stock Analysts’ Recommendation
T2996,Construction of a sentimental word dictionary
T2997,Human-Like Morality and Ethics for Robots
T2998,Improved Smartphone Driving Mode System Design with Differentiated Notifications
T2999,Modeling Eye Movements when Reading Microblogs
T3000,Intelligent integrated coking flue gas indices prediction
T3001,On the Integration of Grounding Language and Learning Objects
T3002,Prototype of Object-Oriented Declarative Workflows
T3003,Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning
T3004,Combining Local and Global History Hashing in Perceptron Branch Prediction
T3005,5G URLLC: Design Challenges and System Concepts
T3006,Karma: A System for Mapping Structured Sources into the Semantic Web
T3007,Oh, wait, reasoning was wrong! Let's replay
T3008,Social cognitive career theory: A qualitative approach in Peruvian engineering female students
T3009,Query Complexity of Tournament Solutions
T3010,Estimating average precision with incomplete and imperfect judgments
T3011,Agent's Autonomy Adjustment via Situation Awareness
T3012,Optimistic Gittins Indices
T3013,Differentiating Functions of the Jacobian with Respect to the Weights
T3014,Efficient Discovery of Abnormal Event Sequences in Enterprise Security Systems
T3015,Session Based Click Features for Recency Ranking
T3016,Fuzzy Control of Back-Propagation Training
T3017,Analyzing 3D Objects in Cluttered Images
T3018,A User-Oriented Webpage Ranking Algorithm Based on User Attention Time
T3019,Using Linked Data to Build Open, Collaborative Recommender Systems
T3020,Orientational and Geometric Determinants of Place and Head-direction
T3021,A Silicon Primitive for Competitive Learning
T3022,The Psychology behind People's Decision to Forward Disaster-Related Tweets
T3023,Workload-aware indexing for keyword search in social networks
T3024,Deterministic Symmetric Positive Semidefinite Matrix Completion
T3025,Biologically Inspired Dynamic Textures for Probing Motion Perception
T3026,Unsupervised Feature Selection by Heuristic Search with Provable Bounds on Suboptimality
T3027,Optimizing Semantic Reasoning on Memory-Constrained Platforms Using the RETE Algorithm
T3028,Robust Text Classification in the Presence of Confounding Bias
T3029,Intradialytic parenteral nutrition in hemodialysis patients: Acute and chronic intervention.
T3030,Statistical Reliability of a Blowfly Movement-Sensitive Neuron
T3031,The feasibility of using smartphones to assess and remediate depression in Hispanic/Latino individuals nationally
T3032,Privacy in Cross-System Personalization
T3033,Goal Oriented Symbolic Propagation in Bayesian Networks
T3034,Categorize by: deductive aggregation of semantic web query results
T3035,An efficient clustering approach using genetic algorithm and node mobility in wireless sensor networks
T3036,Getting Emotional with the System that Mirrors You: Cognitive and Affective Attitudes towards Identity-Reflecting Information Systems
T3037,Preparation for Future Learning: Augmented-Reality Enhanced Interactive Science Labs
T3038,Norm Conflict Resolution in Stochastic Domains
T3039,An Image Wherever You Look! Making Vision Just Another Sensor for AI/Robotics Projects
T3040,The Tradeoffs of Large Scale Learning
T3041,Strategic Behaviour When Allocating Indivisible Goods
T3042,On Sparse Gaussian Chain Graph Models
T3043,Social Media for Success: a Strategic Framework
T3044,Time and Space Reasoning for Ambient Systems
T3045,HTN-MAKER: Learning HTNs with Minimal Additional Knowledge Engineering Required
T3046,HGMF: Hierarchical Group Matrix Factorization for Collaborative Recommendation
T3047,A location estimation method using mobile BLE tags with tandem scanners
T3048,Symbiotic attention management in the context of internet of things
T3049,A nonlinear secret sharing scheme
T3050,An Exploratory Study of Cyber Group Development Process
T3051,Energy efficiency improvement of mobile terminals exploiting opportunistic scheduling and upper layers' queuing dynamics
T3052,Abstract Preference Frameworks - a Unifying Perspective on Separability and Strong Equivalence
T3053,Memory-Efficient Backpropagation Through Time
T3054,Applying Multiobjective Optimization for the Heat Supply in the Residential Sector in Budapest
T3055,Plurality voting under uncertainty
T3056,Neither Here nor There: Inference Research Bridges the Gaps between Cognitive Science and AI
T3057,Hierarchical Recurrent Attention Network for Response Generation
T3058,Modeling Company Risk and Importance in Supply Graphs
T3059,What Motivates a Student to Participate in the Electronic Discussion Forum: A Survey Study of Students' Participation Intention
T3060,Ranking Deep Web Text Collections for Scalable Information Extraction
T3061,Efficient Online Linear Optimization with Approximation Algorithms
T3062,Joint Dictionaries for Zero-Shot Learning
T3063,Smooth-projected Neighborhood Pursuit for High-dimensional Nonparanormal Graph Estimation
T3064,Fast Preemptive Task Scheduling Algorithm for Homogeneous and Heterogeneous Distributed Memory Systems
T3065,Dynamic regime identification and prediction based on observed behavior in electronic marketplaces
T3066,The Geometry of Eye Rotations and Listing's Law
T3067,Update on the new Kidney Disease: Improving Global Outcomes (KDIGO) guidelines for mineral and bone disorders (MBD)--a focus on medications.
T3068,Simultaneous Partitioned Sampling for Articulated Object Tracking
T3069,Learned Partial Automation for Shared Control in Tele-Robotic Manipulation
T3070,Preimage attack on the parallel FFT-hashing function
T3071,Dynamic Generation of Complex Behavior
T3072,Mining Class Association Rules with the Difference of Obidsets
T3073,Evaluation of phrasal query suggestions
T3074,Dictionary Learning in Optimal Metric Space
T3075,Generalized Plan Recognition
T3076,Analyses of instance-based learning algorithms
T3077,Bayesian Regularization and Nonnegative Deconvolution for Time Delay Estimation
T3078,Getting Down and Dirty: Incorporating Homogeneous Transformations and Robot Kinematics into a Computer Science Robotics Class.
T3079,A New Approach to Face Localization in the HSV Space Using the Gaussian Model
T3080,TWINY emotional logging
T3081,Exploring the Role of ICT in Development: An International Perspective, A Panel Discussion
T3082,Cluster-based Instance Consolidation For Subsequent Matching
T3083,Learning trough Observation and Imitation: an Overview of the ConSCIS Architecture
T3084,Personalized influence maximization on social networks
T3085,An Ant-Based Algorithm to Solve Distributed Constraint Optimization Problems
T3086,A Probabilistic Approach to Language Change
T3087,Early Change Detection Based on SpotRank
T3088,Resurrecting the sigmoid in deep learning through dynamical isometry: theory and practice
T3089,Learning to Un-Rank: Quantifying Search Exposure for Users in Online Communities
T3090,User Modeling Using LSTM Networks
T3091,Generalization Performance in PARSEC - A Structured Connectionist Parsing Architecture
T3092,The Reliability Analysis of the Repairable System
T3093,Collecting Semantics in the Wild: The Story Workbench
T3094,Mining undiscovered public knowledge from complementary and non-interactive biomedical literature through semantic pruning
T3095,Eclectic Robotics for a Mixed Audience
T3096,Combinatorial auctions with k-wise dependent valuations
T3097,Explicit Defense Actions Against Test-Set Attacks
T3098,Bifocal Technology Adoption: A Case Study Of A Technology Transfer Tool
T3099,ExprGAN: Facial Expression Editing With Controllable Expression Intensity
T3100,Polynomial Uniform Convergence of Relative Frequencies to Probabilities
T3101,Advances in Neural Information Processing Systems 9, NIPS, Denver, CO, USA, December 2-5, 1996
T3102,Dynamics of Learning in Recurrent Feature-Discovery Networks
T3103,Synthetic Adversaries for Urban Combat Training
T3104,Attention Correctness in Neural Image Captioning
T3105,A Non-Parametric Approach to Dynamic Programming
T3106,Perturbing Hebbian Rules
T3107,Automatic Semantic Subject Indexing of Web Documents in Highly Inflected Languages
T3108,A Semantic Characterization of an Algorithm for Estimating Others' Beliefs from Observation
T3109,Customer Value-based HW/SW Partitioning Decision in Embedded Systems
T3110,Egocentric and Allocentric Shape Representation Based on Static and Dynamic Ordering Information
T3111,TrackIt: A Team-Based Application for Health and Wellness Monitoring
T3112,Semantic Content Management with Apache Stanbol
T3113,OLAP and Statistical Databases: Similarities and Differences
T3114,Dynamic data rebalancing in Hadoop
T3115,A Simulation Research on Inventory Cost of Custom Product Under E-commerce Circumstances
T3116,Scalable POMDPs for Diagnosis and Planning in Intelligent Tutoring Systems
T3117,An Improved Collaborative Filtering Algorithm Combining User Activity Level
T3118,Sensory Integration and Density Estimation
T3119,A Bucket Elimination Approach for Determining Strong Controllability of Temporal Plans with Uncontrollable Choices
T3120,Conducting Neuroscience to Guide the Development of AI
T3121,Protecting Wildlife under Imperfect Observation
T3122,BIOTEX: a system for biomedical terminology extraction, ranking, and validation
T3123,Computational Issues in Time-Inconsistent Planning
T3124,Intelligent Vision System for ASD Diagnosis and Assessment
T3125,Deduction as Parsing: Tractable Classification in the KL-ONE Framework
T3126,Resource allocation in block diagonalization-based multiuser MIMO-OFDMA networks
T3127,Finding cut from the same cloth: Cross network link recommendation via joint matrix factorization
T3128,Approximating Faceted Search for Graph Queries
T3129,SSCFI: Autonomous Fault Isolation in Communications Circuits
T3130,Adaptive sampling for a population of neurons
T3131,Pannotia: Understanding irregular GPGPU graph applications
T3132,Decidable Fragments of First-Order Language Under Stable Model Semantics and Circumscription
T3133,Using Crowdsourcing to Improve Profanity Detection
T3134,Interpolating Convex and Non-Convex Tensor Decompositions via the Subspace Norm
T3135,Integration of UMLS and MEDLINE in Unsupervised Word Sense Disambiguation
T3136,Autonomous Model Management via Reinforcement Learning
T3137,Attentional Processing on a Spike-Based VLSI Neural Network
T3138,Telecommunication Interconnection Services-Linking Local and Wide Area Information Systems
T3139,Distributed Deep Learning under Differential Privacy with the Teacher-Student Paradigm
T3140,"More like these": growing entity classes from seeds
T3141,Surfacing Meta-categories of Web-designers' Criteria for B2C Website Evaluation: A Qualitative Study Using the Repertory Grid Technique
T3142,Statistical Algorithm for Attitude Estimation from Real-Time Aerial Video
T3143,Graphical Hedonic Games of Bounded Treewidth
T3144,On Supporting the Use of Procedures in Office Work
T3145,Supporting Acute Appendicitis Diagnosis: A Pre-Clustering-Based Classification Technique
T3146,A robotic system for investigation on mis-alignment force of needle and vein needle insertion into blood vessel
T3147,FIN10K: A Web-based Information System for Financial Report Analysis and Visualization
T3148,Destination-aware Task Assignment in Spatial Crowdsourcing
T3149,Towards A Cross-Cultural Model Of Online Whistle-Blowing Systems Use
T3150,Generalization error bounds for classifiers trained with interdependent data
T3151,Efficient Bit-Decomposition and Modulus-Conversion Protocols with an Honest Majority
T3152,Continued Use Of Intra-Organizational Blogs: Impacts Of Habits, Network Externalities, And Ranking
T3153,Exploring an Ontology via Text Similarity: An Experimental Study
T3154,One-Pass Boosting
T3155,Electronic Health Records in the Emergency Room
T3156,On Completing Sparse Knowledge Graph with Transitive Relation Embedding
T3157,Testing Hypotheses on Simulated Data: Why Traditional Hypotheses-Testing Statistics are Not Always Adequate for Simulated Data, and How to Modify Them
T3158,Object based Scene Representations using Fisher Scores of Local Subspace Projections
T3159,Altitude Training: Strong Bounds for Single-Layer Dropout
T3160,A New Parallel Signature File Method for Efficient Information Retrieval
T3161,Efficient L1 Regularized Logistic Regression
T3162,The Turkish Audio-Visual Bipolar Disorder Corpus
T3163,Actor-critic algorithms
T3164,Inter-domain Gaussian Processes for Sparse Inference using Inducing Features
T3165,Sparse Instrumental Variables (SPIV) for Genome-Wide Studies
T3166,Online resource allocation using decompositional reinforcement learning
T3167,Leveraging Lexical Substitutes for Unsupervised Word Sense Induction
T3168,Inferring Emotion from Conversational Voice Data: A Semi-Supervised Multi-Path Generative Neural Network Approach
T3169,Pose-Sensitive Embedding by Nonlinear NCA Regression
T3170,Using Pattern Databases to Find Macro Operators
T3171,Recovery Satisfaction, attitudinal Loyalty and Behavioural Loyalty: the Moderating Role of Perceived Risk
T3172,Semantic Labeling of 3D Point Clouds for Indoor Scenes
T3173,Accelerated diffusion-based recommendation algorithm on tripartite graphs with GPU clusters
T3174,Performance of data transmission over a Gaussian channel with dispersion
T3175,From Recommendation to Profile Inference (Rec2PI): A Value-added Service to Wi-Fi Data Mining
T3176,Attack-defense trees based cyber security analysis for CPSs
T3177,2013 Humaine Association Conference on Affective Computing and Intelligent Interaction, ACII 2013, Geneva, Switzerland, September 2-5, 2013
T3178,High-Speed Acquisition and Pre-processing of Polarimetric Image Sequences
T3179,Learning Causal Models of Relational Domains
T3180,NoC power optimization using combined routing algorithms
T3181,Unsupervised Learning by Program Synthesis
T3182,Interactive Data Mining for Large-Scale Image Databases Based on Formal Concept Analysis
T3183,Efficient Lattice Operations Using N-grid Encoding
T3184,A Reduction from Apprenticeship Learning to Classification
T3185,Learning Approaches for Parking Lots Classification
T3186,Performance of Clustering Policies in Object Bases
T3187,Decoding Cognitive States from Brain fMRIs: The "Most Differentiating Voxels" Way
T3188,Ontology Mapping Neural Network: An Approach to Learning and Inferring Correspondences among Ontologies
T3189,Making Rational Decisions Using Adaptive Utility Elicitation
T3190,Mining Sequential Rules Based on Prefix-Tree
T3191,Cloud-based Support System for Kidney Patients in Bangladesh
T3192,Generalizing from relevance feedback using named entity wildcards
T3193,Evaluation of inclusive websites for children with autism spectrum disorders using the AHP method
T3194,An Ensemble of VGG Networks for Video-Based Facial Expression Recognition
T3195,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods
T3196,Learnable similarity functions and their applications to clustering and record linkage
T3197,SON management based on weighted objectives and combined SON Function models
T3198,Diversity versus multiplexing at finite blocklength
T3199,Adaptation of Discourse Parsing Models for the Portuguese Language
T3200,Planning for Digital Transformation: Implications for Institutional Enterprise Architecture
T3201,Convergence Properties of (μ + λ) Evolutionary Algorithms
T3202,IERMS: An Intelligent Exhibition Rule Management System Using PMML
T3203,Data handling inefficiencies between CUDA, 3D rendering, and system memory
T3204,Early Detection of Fake News on Social Media Through Propagation Path Classification with Recurrent and Convolutional Networks
T3205,Study on the Automatic Test Framework Based on Three-tier Data Driven Mechanism
T3206,Hash Embeddings for Efficient Word Representations
T3207,Adapting the NFR Framework to Aspectual Use-Case Driven Approach
T3208,Towards Synthesizing Optimal Coordination Modules for Distributed Agents
T3209,A Deep Neural Model for Emotion-Driven Multimodal Attention
T3210,Online multitasking and user engagement
T3211,Prospects and Challenges for Information Infrastructure
T3212,Neural Networks with Quadratic VC Dimension
T3213,Linked Document Embedding for Classification
T3214,Negation and Proof by Contradiction in Access-Limited Logic
T3215,User-Model-Based Evaluation for Interactive Image Retrieval
T3216,Empowering patients using cloud based personal health record system
T3217,Achievable Rates and Spectral Efficiency Analysis in Massive MIMO Systems with MMSE Channel Estimation
T3218,Exponential Family Harmoniums with an Application to Information Retrieval
T3219,Analogical Path Planning
T3220,Classifying with Gaussian Mixtures and Clusters
T3221,FrFT-based EO-STBC multicarrier system for transmission over doubly-dispersive channels
T3222,RO-Manager: A Tool for Creating and Manipulating Research Objects to Support Reproducibility and Reuse in Sciences
T3223,Opinion Feature Extraction Using Class Sequential Rules
T3224,Future Intelligent Information Systems: AI and Database Technologies Working Together
T3225,Building Classifiers for Parkinson's Disease Using New Eye Tribe Tracking Method
T3226,Kernel Descriptors for Visual Recognition
T3227,Effect of Latent Semantic Indexing for Clustering Clinical Documents
T3228,Weakly-Supervised Deep Nonnegative Low-Rank Model for Social Image Tag Refinement and Assignment
T3229,Building a semantic representation for personal information
T3230,YAM++ Online: A Web Platform for Ontology and Thesaurus Matching and Mapping Validation
T3231,Leveraging related entities for knowledge base acceleration
T3232,Supervised and Neural Classifiers for Locomotion Analysis
T3233,Expectation Backpropagation: Parameter-Free Training of Multilayer Neural Networks with Continuous or Discrete Weights
T3234,Rule Based Strategies for Image Interpretation
T3235,Ontological Annotation with WordNet
T3236,Web Service Composition as Planning, Revisited: In Between Background Theories and Initial State Uncertainty
T3237,Evolving Particle Swarm Optimization Implemented by a Genetic Algorithm
T3238,Exploiting limited data for parsing
T3239,The AudioWeb
T3240,WSTO: A Classification-Based Ontology for Managing Trust in Semantic Web Services
T3241,Information Systems Research in Chinese Universities: an Examination of the Input Side
T3242,Using data mining for mobile communication clustering and characterization
T3243,Towards an Adaptive Approach for Distributed Resource Allocation in a Multi-agent System for Solving Dynamic Vehicle Routing Problems
T3244,Proceedings of the 1st International Workshop on Application of Semantic Web technologies in Robotics co-located with 14th Extended Semantic Web Conference (ESWC 2017), Portoroz, Slovenia, May 29th, 2017
T3245,SUNAR Surveillance Network Augmented by Retrieval
T3246,Analogy Tutor: A Tutoring System for Promoting Conceptual Learning via Comparison
T3247,An Automated Decision System for Computer Adaptive Testing Using Genetic Algorithms
T3248,Real-Time Face-Detection Engine for Robustness to Variable Illumination and Rotated Faces
T3249,Approximate query answering in locally closed databases
T3250,Motivation for using the Social Commerce Website in the Sharing Economy: a two-factor Theory Perspective
T3251,Mutually Dependent Markov Decision Processes
T3252,Lattice Recurrent Unit: Improving Convergence and Statistical Efficiency for Sequence Modeling
T3253,Optimal Cluster-Cluster Design for Sensor Network with Guaranteed Capacity and Fault Tolerance
T3254,Kohonen Feature Maps and Growing Cell Structures - a Performance Comparison
T3255,Default Reasoning as Likelihood Reasoning
T3256,Representing Smooth Plane Curves for Recognition: Implications for Figure-Ground Reversal
T3257,Leveraging typing phenomena to design one-handed wearable keyboards
T3258,Complexity Results for Serial Decomposability
T3259,Shallow vs. Deep Sum-Product Networks
T3260,Tweet Geolocation: Leveraging Location, User and Peer Signals
T3261,Predicting and Adapting to Poor Speech Recognition in a Spoken Dialogue System
T3262,Data-Centric Privacy Policies for Smart Grids
T3263,Continuance Intention of Blog Users: The Impact of Perceived Enjoyment and User Involvement
T3264,Analysis and Improvement of Micali's Fair Contract Signing Protocol
T3265,Deep 3D Convolutional Neural Network Architectures for Alzheimer's Disease Diagnosis
T3266,Moodle in higher education and at Óbuda university
T3267,Understanding Why Customers Engage in Co-creation Behaviors- a Psychological Ownership Perspective
T3268,Extending PSL with Fuzzy Quantifiers
T3269,A Linear Algebraic Attack on the AAFG1 Braid Group Cryptosystem
T3270,Tomography of the London Underground: a Scalable Model for Origin-Destination Data
T3271,High-temperature Expansions for Learning Models of Nonnegative Data
T3272,Not-so-Autonomous, Very Human Decisions in Machine Learning: Questions When Designing for ML.
T3273,One Size Does Not Fit All: Different Cultures Require Different Information Systems Security Interventions
T3274,Generalization in Reinforcement Learning: Safely Approximating the Value Function
T3275,Efficient Propositional Constraint Propagation
T3276,Formal Object-Oriented Development
T3277,Deploying nEmesis: Preventing Foodborne Illness by Data Mining Social Media
T3278,Optimizing Pattern-Matching for Memory-Efficient Heterogeneous DNA Processing in Bioinformatics
T3279,A Study on Characteristics of Software Vendors in Japan: from Environmental Threats and Resource-Based View
T3280,Deterministic Encoding into Twisted Edwards Curves
T3281,Auto-generation of topic hierarchies for web images from users' perspectives
T3282,Browsing and Querying in Object-Oriented Database
T3283,Strategies for Efficiently Keeping Local Linked Open Data Caches Up-To-Date
T3284,MicroScholar: Mining Scholarly Information from Chinese Microblogs
T3285,vec2Link: Unifying Heterogeneous Data for Social Link Prediction
T3286,Aerial moving target detection based on motion vector field analysis
T3287,Strategic sales management in an autonomous trading agent for TAC SCM
T3288,Kickback cuts Backprop's red-tape: Biologically plausible credit assignment in neural networks
T3289,Reinforcement learning via practice and critique advice
T3290,2D Barcode and Augmented Reality Supported English Learning System
T3291,Differentially Private Bayesian Learning on Distributed Data
T3292,CloudDB 2013: fifth international workshop on cloud data management
T3293,Automatic algorithm configuration based on local search
T3294,Efficient Simulation of Biological Neural Networks on Massively Parallel Supercomputers with Hypercube Architecture
T3295,Dynamic Auction: A Tractable Auction Procedure
T3296,Flexible Curricula for E-Learning of SME Staff in Electronic Engineering
T3297,A Tool to Compute the Leakage of Multi-threaded Programs
T3298,Identifying Fault-Prone Software Modules Using Feed-Forward Networks: A Case Study
T3299,Hierarchical RNN with Static Sentence-Level Attention for Text-Based Speaker Change Detection
T3300,A Cross-modal Multi-task Learning Framework for Image Annotation
T3301,LSDA: Large Scale Detection Through Adaptation
T3302,Time-Aware Rank Aggregation for Microblog Search
T3303,Barrier Frank-Wolfe for Marginal Inference
T3304,A Semantic Context-Aware Privacy Model for FaceBlock
T3305,Swarm Exquisite-Corpses Games
T3306,Optimization and analysis of WLAN RF energy harvesting system architecture
T3307,A dynamic artificial neural network approach to estimate thermal behaviors of li-ion batteries
T3308,Adversarial Goal Generation for Intrinsic Motivation.
T3309,Bridging the Gap Between Schank and Montague
T3310,Clustering and precoding design for CoMP-CB in downlink heterogeneous networks
T3311,Generic summative assessment functional model
